Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,MCWD,920 2nd Avenue,IMJIN OFC PARK; -,Marina,CA,93933,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.668131,-121.8072418,2020-02-14,97038,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.2 per kWh,,,,,,,,,
ELEC,CNTYOFRIVERSIDE,4600 Crestmore Rd,CREST MANOR,Riverside,CA,92509,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9825038,-117.4104621,2020-02-14,97039,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $2 per additional hour, $0.34 per kWh",,,,,,,,,
ELEC,LOS ALTOS HILLS,27500-27606 Purissima Rd,PURRISIMA FIELD; Public Use,Los Altos Hills,CA,94022,,888-758-4389,E,,Public,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.377491,-122.1471863,2020-02-14,97049,2020-02-14 10:15:20 UTC,,,,,,,,,J1772 NEMA520,US,,,,Public,,public,,,,,,,,,,Pricing is based on kWh used. $0.25 per kWh,,,,,,,,,
ELEC,DAVIS CA,2900-2998 Salem Ave,PORTAGE BAY,Davis,CA,95616,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5494977,-121.786933,2020-02-14,97065,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 4 hours, and $4 per additional hour",,,,,,,,,
ELEC,CITY OF VENTURA,500 e harbor blvd,BEACHFRONT PS1,Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2765885,-119.2927384,2020-02-14,97068,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,ESSEX,430 Station Park Circle,"PARK GREEN 01; Second level garage
PARK GREEN 02; 3rd floor parking garage
PARK GREEN 03; 4th floor parking garage
PARK GREEN 5; 3rd floor parking garage ",San Mateo,CA,94402,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.554485,-122.30737,2020-02-14,97069,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Pricing is based on an hourly rate. $1 per hour,,,,,,,,,
ELEC,CITY OF VENTURA,555 e Santa clara,DOWNTOWN PS2; -,Ventura,CA,93001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2797635,-119.2922484,2020-02-14,97071,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,HACIENDA,5120 Hacienda Dr,BLDG 5120-1; In front of Bldg. 5120,Dublin,CA,94568,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.709584,-121.8887061,2020-02-14,97078,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4 per additional hour, $0.34 per kWh",,,,,,,,,
ELEC,HACIENDA,5140 Hacienda Dr,BLDG 5140-1; -,Dublin,CA,94568,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7111468,-121.8887079,2020-02-14,97079,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4 per additional hour, $0.34 per kWh",,,,,,,,,
ELEC,JOHN HANCOCK,880-898 Francisco St,"865 S FIG EV 1; -
865 S FIG EV 2; -
865 S FIG EV 4; -",Los Angeles,CA,90015,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,34.047064,-118.263965,2020-02-14,98395,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $15 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,JOHN HANCOCK,817-835 James M Wood Blvd,865 S FIG EV 3; -,Los Angeles,CA,90015,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0470189,-118.2637872,2020-02-14,98397,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $15 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,LBA REALTY,3151 Michelson Dr,"3161 EVSE 1; -
3161 EVSE 2; -
3161 EVSE 3; -
3161 EVSE 4; -
3161 EVSE 5; -
3161 EVSE 6; -
3161 EVSE 7; -
3161 EVSE 8; -
PS2 STATION 2; eastside elevators",Irvine,CA,92612,,888-758-4389,E,,Public,24 hours daily,,,,,,18,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.670981,-117.843976,2020-02-14,98400,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0.75 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $0.75",,,,,,,,,
ELEC,SF CITY EV,1004-1030 Celis St,NEW STATION 2,San Fernando,CA,91340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2816826,-118.4418848,2020-02-14,98403,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SF CITY EV,712-740 Truman St,NEW STATION 3,San Fernando,CA,91340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2804248,-118.4384802,2020-02-14,98404,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SF CITY EV,1120 Truman St,NEW STATION 5,San Fernando,CA,91340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2840554,-118.4419903,2020-02-14,98405,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SF CITY EV,111 N Macneil St,NEW STATION 4,San Fernando,CA,91340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2841552,-118.4390279,2020-02-14,98406,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SF CITY EV,942-1060 Truman St,NEW STATION 1,San Fernando,CA,91340,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.2825688,-118.4404092,2020-02-14,98407,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,LMU,1945 Ignatian Cir,"LSB P2 1; Life science parking garage
LSB P2 2; Life science parking garage
LSB P2 3; Life science parking garage
LSB P3 1; Life Science parking garage
LSB P3 2; Life science parking garage
LSB P3 3; Life science parking garage",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,12,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9693207,-118.4155164,2020-02-14,98409,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,GOLETA WATER,4699 Hollister Ave,EV STATION 01; -,Santa Barbara,CA,93110,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.436693,-119.7843977,2020-02-14,98416,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $2 per additional hour from 8:00 AM to 6:00 PM, $0.35 per kWh, minimum payment of $1",,,,,,,,,
ELEC,STUDIO,River Rd,"6128 STATION 01; -
6128 STATION 02; -
7120 STATION 01; -
7120 STATION 02; -",Universal City,CA,91602,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1417103,-118.3473639,2020-02-14,98425,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,NORCAL,901 N Canyons Pkwy,STATION 1,Livermore,CA,94550,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.7034437,-121.8221215,2020-02-14,98427,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CUEV,452-498 N Center St,"NEW GARAGE 4B; Free with Chapman parking permit.        
NEW GARAGE 4C; Free with Chapman parking permit.        
NEW GARAGE 4D; Free with Chapman parking permit.        
NEW GARAGE 4E; Free with Chapman parking permit.        
NEW GARAGE 4F; Free with Chapman parking permit.        
NEW GARAGE GW 4; Free with Chapman parking permit.        ",Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.794306,-117.850028,2020-02-14,98457,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CUEV,400-450 N Center St,"NEW GARAGE 1A; -Free with Chapman parking permit.        
NEW GARAGE 1B; Free with Chapman parking permit.        
NEW GARAGE 1D; Free with Chapman parking permit.        
NEW GARAGE 1F; Free with Chapman parking permit.        
NEW GARAGE 1G; Free with Chapman parking permit.        
NEW GARAGE 1H; Free with Chapman parking permit.        
NEW GARAGE 3A; Free with Chapman parking permit.        
NEW GARAGE 3B; Free with Chapman parking permit.        
NEW GARAGE 3D; -Free with Chapman parking permit.        
NEW GARAGE 4A; Free with Chapman parking permit.        
NEW GARAGE GW 1; Free with Chapman parking permit.        
NEW GARAGE GW 2; Free with Chapman parking permit.        
NEW GARAGE GW 3; Free with Chapman parking permit.        ",Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,13,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.793429,-117.85003,2020-02-14,98458,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,CUEV,323 W Sycamore Ave,NEW GARAGE 3C; -Free with Chapman parking permit.        ,Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.7937622,-117.8502632,2020-02-14,98459,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,LA SALLE,765-791 W Covell Blvd,LA SALLE,Davis,CA,95616,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.5613555,-121.7614889,2020-02-14,98473,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 4 hours, and $4 per additional hour",,,,,,,,,
ELEC,IRVINE  CO  OFC,860 N McCarthy Blvd,"MC 860 01; Stations are in back of the 860 Building.
MC 860 02; Stations are in back of the 860 Building.
MC 860 03; Stations are in back of the 860 Building.
MC 860 04; Stations are in back of the 860 building.",Milpitas,CA,95035,,888-758-4389,E,,Public,24 hours daily,,,,,,6,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.439609,-121.923141,2020-02-14,98474,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.25 per hour for the first 4 hours, and $3 per additional hour, maximum payment of $24, maximum session time is 24 hours",,,,,,,,,
ELEC,MINETA,1701 Airport Blvd,"SJC B5; 1st floor as you drive in to your left 
SJC B6",San Jose,CA,95110,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.364678,-121.924141,2020-02-14,98476,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,LMU,1950 Ignatian Cir,"LSB P1 1
LSB P1 2
LSB P1 3
LSB P1 4",Los Angeles,CA,90045,,888-758-4389,E,,Public,24 hours daily,,,,,,7,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9697726,-118.4155036,2020-02-14,98477,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,ADOBE SAN JOSE,111 Almaden Blvd,AT5 #2; -,San Jose,CA,95113,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.331616,-121.8939859,2020-02-14,98478,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $0 per hour for the first 4 hours, and $5 per additional hour",,,,,,,,,
ELEC,CARLSBAD CA,3420 Camino De Los Coches,"STAGECOACH 1; -
STAGECOACH 2; -
STAGECOACH 3; -
STAGECOACH 4; -
STAGECOACH 5; -
STAGECOACH 6; -",Carlsbad,CA,92009,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.078343,-117.230065,2020-02-14,98513,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,CIVIC CENTER,1050 Camino Del Mar,"STATION 1; Near main front entrance
STATION 2; Near to the entrance on handy cap parking ",Del Mar,CA,92014,,888-758-4389,E,,Public,24 hours daily,,,,,,3,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.9551433,-117.2639723,2020-02-14,98525,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $2.1 per hour for the first 3 hours, and $4.2 per additional hour",,,,,,,,,
ELEC,City of Rancho Cucamonga - Fire Training Academy,11297 Jersey Blvd,Located in public parking lot at the Fire Training Academy in Rancho Cucamonga,Rancho Cucamonga,CA,91730,,909-774-2047,E,,Public,24 hours daily; must have MobileNow! App for payment; maximum session time of 4 hours; Credit Card via the MobileNow! App,,,,,,1,,,Non-Networked,,200-9,34.094205,-117.55695,2019-08-08,98557,2020-01-21 18:34:38 UTC,LG,,,2018-04-01,,,,,J1772,US,,,,Public,,public,,,FIRE_STATION,,,,,,,$1.50 per hour,,,,,,,,,
ELEC,CARLSBAD CA,3021 State St,STATE ST LOT; -,Carlsbad,CA,92008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.1590268,-117.3484842,2020-02-14,98572,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,CUEV,450 N Center St,"NEW GARAGE 1C; Free with Chapman parking permit.        
NEW GARAGE 1E; -Free with Chapman parking permit.        ",Orange,CA,92866,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,33.794273,-117.850028,2020-02-14,98573,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,TAM RIDGE,195 talmavista,NEW STATION 1,Corte Madera,CA,94925,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.9355313,-122.5184954,2020-02-14,98594,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,ROSEVILLE,1545 Pleasant Grove Blvd,MAHANY 1; Directly behind football field bleachers,Roseville,CA,95747,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,38.7679735,-121.3315015,2020-02-14,98598,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,SANTABARBARACH,15920 Pomona Rincon Rd,CHINO HILLS ST1,Chino Hills,CA,91709,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.9629997,-117.6908778,2020-02-14,98702,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,STARBUCKS STORE,2280 E Carson St,#2280 CARSON; 1 Space assigned for EV Drivers.,Long Beach,CA,90807,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.8319911,-118.1645844,2020-02-14,98705,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,FACEBOOK,220 Jefferson Dr MPK 29,MPK 29-10GW; -,Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4821176,-122.1691144,2020-02-14,98734,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,TOPA,1900 Avenue of the Stars Level A,"1900 - ASTRO; A Level of parking garage
1900 - ELROY; A Level of parking garage",Los Angeles,CA,90067,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,200-9,34.060319,-118.416584,2020-02-14,98747,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time. $1.5 per hour for the first 2 hours, and $10 per additional hour",,,,,,,,,
ELEC,R C H S D,25170 Hancock Ave,"MURRIETA 01; Stations are on the SE side of the building.
MURRIETA 02; Stations are on the SE side of the building.
MURRIETA 03; Stations are on the SE side of the building
MURRIETA 04; Stations are on the SE side of the building.
MURRIETA 05; Stations are on the SE side of the building.
MURRIETA 06; Designed for Disabled Use, Please use last.",Murrieta,CA,92562,,888-758-4389,E,,Public,24 hours daily,,,,,,10,,,ChargePoint Network,http://www.chargepoint.com/,200-9,33.565136,-117.181728,2020-02-14,98764,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour, and $3 per additional hour, $0.35 per kWh",,,,,,,,,
ELEC,4CD,772780 Stubbs Rd,"DVC LHS STN 1; -
DVC LHS STN 2; -",Pleasant Hill,CA,94523,,888-758-4389,E,,Public,24 hours daily,,,,,,4,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.967211,-122.0742835,2020-02-14,98765,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $4 per additional hour, $0.42 per kWh",,,,,,,,,
ELEC,UCSD,Voigt Ln,HOPKINS 5; UCSD Parking Permit Required,San Diego,CA,92161,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.88354,-117.2393246,2020-02-14,98768,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.15 per kWh,,,,,,,,,
ELEC,CARLSBAD CA,3209 Harding St,PINE PARK CC; -,Carlsbad,CA,92008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.1589673,-117.342644,2020-02-14,98781,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.35 per kWh,,,,,,,,,
ELEC,SDIA,16 Airport Terminal Rd,"TERMINAL 2-11; Space 1090
TERMINAL 2-12; Space 1092
TERMINAL 2-13; Space 1094
TERMINAL 2-14; Space 1096
TERMINAL 2-15; Space 1099
TERMINAL 2-16; Space1100
TERMINAL 2-17; Space 1102
TERMINAL 2-18; Parking stall 1229",San Diego,CA,92101,,888-758-4389,E,,Public,24 hours daily,,,,,,16,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.7303542,-117.2025172,2020-02-14,98782,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,FACEBOOK,220 Jefferson Dr,"MPK 29 FC-1
MPK 29 FC-16
MPK 29 FC-17
MPK 29 FC-19; -
MPK 29 FC-21; West Entrance
MPK 29-11; -
MPK 29-12GW
MPK 29-15
MPK 29-6
MPK 29-7GW",Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,10,10,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.481406,-122.168852,2020-02-14,98812,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,FACEBOOK,220 Constitution Dr,"MPK 29 FC-18
MPK 29 FC-20; -
MPK 29-13
MPK 29-8",Menlo Park,CA,94025,,888-758-4389,E,,Public,24 hours daily,,,,,,4,4,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.48267,-122.169968,2020-02-14,98813,2020-02-14 10:15:20 UTC,,,,,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,
ELEC,DGS MAIN,6150 Van Nuys,"LOT 32 STATION1; STATE OF CA FACILITY
LOT 32 STATION2; STATE OF CA FACILITY
LOT 32 STATION3; STATE OF CA FACILITY
LOT 32 STATION4; STATE OF CA FACILITY
LOT 32 STATION5; STATE OF CA FACILITY
LOT 32 STATION6",Los Angeles,CA,91405,,888-758-4389,E,,Public,24 hours daily,,,,,,11,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.1817959,-118.4473336,2020-02-14,98814,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0.31 per hour for the first 4 hours, and $1.15 per additional hour, $0.12 per kWh",,,,,,,,,
ELEC,USC CAMPUS,Biggy Street Structure,HSC BIGGY #1,Los Angeles,CA,90089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,34.0610758,-118.2062202,2020-02-14,98817,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"Pricing is based on length of time and kWh used. $0 per hour for the first 1 hour, and $3 per additional hour, $0.25 per kWh",,,,,,,,,
ELEC,601 MARSHALL,601 Marshall St,"STATION 1
STATION 2
STATION 3
STATION 4
STATION 6",Redwood City,CA,94063,,888-758-4389,E,,Public,24 hours daily,,,,,,9,,,ChargePoint Network,http://www.chargepoint.com/,200-9,37.487781,-122.22896,2020-02-14,98829,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,601 MARSHALL,601 Marshall,STATION 5,Redwood City,CA,94063,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,37.4876961,-122.2288886,2020-02-14,98830,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1 per hour,,,,,,,,,
ELEC,MAIN STREET,19500 Stevens Creek Blvd,"MSC 10; Located on the ground level of the garage
MSC 11; Located on the ground level of the garage
MSC 1; Located on the ground level of the garage
MSC 2; Located on the ground level of the garage
MSC 3; Located on the ground level of the garage
MSC 4; Located on the ground level of the garage
MSC 5; Located on the ground level of the garage
MSC 6; Located on the ground level of the garage
MSC 7; Located on the ground level of the garage
MSC 8; Located on the ground level of the garage
MSC 9; Located on the ground level of the garage",Cupertino,CA,95014,,888-758-4389,E,,Public,24 hours daily,,,,,,20,,,ChargePoint Network,http://www.chargepoint.com/,200-8,37.322676,-122.014284,2020-02-14,98832,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.49 per kWh,,,,,,,,,
ELEC,LSCA,2912 Roosevelt Rd,"LOT O 1
LOT O 3
LOT O 4; -
LOT O 5",San Diego,CA,92106,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,32.738443,-117.215475,2020-02-14,98848,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,LSCA,2710 Historic Decatur Rd,LOT D H; Lot D ADA,San Diego,CA,92106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,32.7386325,-117.2125289,2020-02-14,98849,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
ELEC,ROSEVILLE 76,1300 Roseville Pkwy,ROSEVILLE 76; Near carwash entrance,Roseville,CA,95661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.7617239,-121.2553823,2020-02-14,98851,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25 per kWh,,,,,,,,,
ELEC,LSCA,2750 Chauncey Rd,"LOT D 1
LOT D 2
LOT D 3
LOT D 4",San Diego,CA,92106,,888-758-4389,E,,Public,24 hours daily,,,,,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-8,32.73937,-117.210643,2020-02-14,98859,2020-02-14 10:15:20 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.3 per kWh,,,,,,,,,
